Date,Code,CompanyName,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName,Sector17CodeNameEnglish,Sector33CodeNameEnglish,MarketCodeNameEnglish
2023-01-30,37330,ソフトウェア・サービス,10,情報通信・サービスその他,5250,情報･通信業,-,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37380,ティーガイア,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Small 1,111,プライム,"IT & SERVICES, OTHERS ",Information & Communication,Prime
2023-01-30,37410,セック,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Small 2,111,プライム,"IT & SERVICES, OTHERS ",Information & Communication,Prime
2023-01-30,37440,サイオス,10,情報通信・サービスその他,5250,情報･通信業,-,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37470,インタートレード,10,情報通信・サービスその他,5250,情報･通信業,-,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37500,サイトリ細胞研究所,10,情報通信・サービスその他,5250,情報･通信業,-,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37530,フライトホールディングス,10,情報通信・サービスその他,5250,情報･通信業,-,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37580,アエリア,10,情報通信・サービスその他,5250,情報･通信業,-,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37600,ケイブ,10,情報通信・サービスその他,5250,情報･通信業,-,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37620,テクマトリックス,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Small 1,111,プライム,"IT & SERVICES, OTHERS ",Information & Communication,Prime
2023-01-30,37630,プロシップ,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Small 2,111,プライム,"IT & SERVICES, OTHERS ",Information & Communication,Prime
2023-01-30,37650,ガンホー・オンライン・エンターテイメント,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Mid400,111,プライム,"IT & SERVICES, OTHERS ",Information & Communication,Prime
2023-01-30,37660,システムズ・デザイン,10,情報通信・サービスその他,5250,情報･通信業,-,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37680,リスクモンスター,10,情報通信・サービスその他,5250,情報･通信業,-,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37690,ＧＭＯペイメントゲートウェイ,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Mid400,111,プライム,"IT & SERVICES, OTHERS ",Information & Communication,Prime
2023-01-30,37700,ザッパラス,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Small 2,112,スタンダード,"IT & SERVICES, OTHERS ",Information & Communication,Standard
2023-01-30,37710,システムリサーチ,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Small 2,111,プライム,"IT & SERVICES, OTHERS ",Information & Communication,Prime
2023-01-30,37720,ウェルス・マネジメント,17,不動産,8050,不動産業,-,112,スタンダード,REAL ESTATE,Real Estate,Standard
